,,,,
2,20,21,25,26
3,13,18,34,35
5,9,23,31,37
3,20,21,26,30
4,6,8,17,30
6,18,21,27,37
6,10,11,31,39
13,31,33,34,35
20,25,28,29,34
9,10,12,24,34
2,11,15,17,31
15,16,19,22,37
4,7,14,21,36
2,8,10,14,17
2,9,14,15,26
7,12,17,18,34
1,14,31,37,38
3,13,30,35,38
6,7,10,32,39
6,10,29,32,36
4,6,8,12,26
3,26,30,33,39
21,25,26,31,33
2,11,24,25,30
3,5,19,21,27
15,18,25,30,33
1,7,12,20,34
5,7,21,29,38
3,8,23,26,29
1,4,9,29,35
3,15,35,36,37
3,10,12,17,24
3,9,17,27,30
5,11,27,34,38
5,7,21,26,39
1,16,18,21,26
14,17,18,36,37
2,17,25,32,33
8,16,28,29,38
12,15,28,33,34
6,8,14,26,35
3,5,7,15,37
5,10,13,25,30
5,23,33,36,37
5,9,20,22,32
1,2,12,19,38
4,18,26,31,39
4,27,37,38,39
7,9,15,25,39
28,32,35,36,38
10,17,26,32,34
2,14,21,34,38
7,15,21,23,24
16,17,35,38,39
2,19,24,29,35
4,9,13,14,27
2,3,5,12,36
5,11,12,15,32
18,19,24,33,37
4,18,21,25,32
3,8,23,26,35
3,15,17,20,23
3,8,13,28,30
5,9,22,24,31
8,14,15,21,33
2,6,13,17,37
15,17,21,26,34
19,24,25,27,31
1,2,3,6,26
3,5,17,25,29
3,7,8,24,28
8,17,25,29,30
9,10,13,15,34
7,14,20,21,37
2,6,19,26,34
9,13,18,23,25
4,10,17,29,38
7,9,13,24,30
7,8,21,22,34
21,23,29,31,34
7,17,19,33,34
3,6,14,17,20
9,11,25,31,36
2,3,10,16,28
6,12,15,27,39
3,14,23,28,29
8,23,27,29,35
8,10,18,38,39
13,23,27,33,37
5,19,23,31,38
1,4,6,7,37
8,18,31,33,34
6,7,11,23,36
1,3,17,20,38
9,11,12,32,38
3,6,14,19,38
11,20,27,33,37
13,16,21,25,34
7,12,21,28,37
8,22,25,35,36
1,4,15,22,30
1,11,12,19,30
1,3,8,11,26
7,12,21,30,32
4,9,21,30,35
5,9,19,28,34
10,11,16,26,28
10,11,18,32,38
